6.3551	-5.93857
-0.00878076	-6.98301
1.97443	-1.88768
1.50584	-4.08624
-0.993609	-6.24593
0.0752911	-8.64702
-1.43138	-7.11602
1.95898	-8.4018
-1.33951	-7.57394
-12.2319	-11.9337
-19.4096	-10.4866
-11.489	-14.4963
5.63616	-9.44832
-11.7389	-6.93048
-11.8806	-10.8087
-10.9417	-8.74383
-9.38858	-7.15228
-6.75043	-7.73385
-1.72371	-10.8324
8.4525	-12.8556
6.8265	-11.4672
6.86694	-10.7892
2.5752	-10.147
3.62657	-8.12612
-1.33709	-6.22902
-1.12075	-6.81464
-2.79112	-5.84307
-3.29844	-3.77151
-2.58727	-2.70139
6.31469	-5.57187
10.4865	-3.56442
8.00103	-4.38666
9.86517	-4.27572
8.73865	-6.95652
9.54169	-7.71419
11.2815	-5.53489
11.0518	-7.73797
11.1705	-7.76953
9.66645	-9.50549
-10.6108	-9.65869
-13.04	-8.6094
-12.3441	-10.2724
-10.9284	-13.0953
-8.4248	-14.2671
-7.19828	-11.3256
-4.92811	-8.66548
-0.441576	-5.38467
-0.472031	-1.59811
-8.1059	0.704128
-12.3618	-5.61761
-12.3282	-5.73855
-7.14808	-8.796
-2.19872	-3.9859
-1.48551	-3.77932
-2.51312	-0.794997
-8.34076	-3.03758
2.84233	-3.84001
-6.73558	-8.92905
-3.94396	-12.9575
-2.38699	-15.0731
-2.77561	-11.7676
-1.26801	-4.78988
-5.94251	-0.192262
0.970014	4.64282
4.96611	-6.09583
-0.876697	-5.48957
-3.19226	0.234177
0.44529	-5.27382
-2.97021	-8.63459
-0.0623543	-9.21278
-1.80132	-6.07103
-5.71211	-9.74924
-3.78366	-9.47961
-2.69918	-6.88418
-6.43678	-6.33339
-12.4785	-15.225
-3.74715	-21.6656
8.4283	-11.4195
6.15358	-21.9046
3.92427	-24.6611
3.46304	-24.8588
1.89342	-24.7672
1.11659	-25.3924
0.357656	-29.0022
1.54593	-27.7132
2.5172	-28.7684
3.67164	-29.4049
5.66806	-27.6241
5.28656	-17.3673
3.68839	-9.34769
1.66213	-5.46218
-1.63436	-5.49475
-2.00502	-10.0791
-4.79818	-12.4684
-8.45736	-14.5068
-8.53269	-13.2527
-10.2218	-10.61
-6.14761	-12.9515
-4.2313	-7.35166
-1.5596	-4.0162
1.88353	-8.15893
2.12435	-2.90133
-1.58347	-7.72993
-6.04358	-10.8473
-1.80019	-4.51144
-0.625528	-7.85414
-6.84481	-9.59372
-6.22502	-10.2605
-3.79403	-2.60801
-9.8203	-6.01794
-5.46721	-15.4164
-2.9471	-4.58644
9.77026	2.07234
7.67868	-4.96927
-1.59638	-14.6359
-0.371429	-18.2499
1.97053	-19.3126
6.50886	-11.4743
7.24881	-11.793
6.53606	-12.725
5.88936	-10.2223
4.80514	-8.75794
2.71957	-9.72274
-2.7785	-11.3287
-16.7487	-2.59349
-17.7807	0.0527821
-17.2006	1.95561
-17.8513	1.56264
-17.8448	3.06647
-17.9045	2.08109
-16.7172	-2.59166
-11.9822	-8.7663
-4.27133	-13.4443
-3.05874	-13.6657
1.79794	-10.9741
1.72119	-9.38846
3.1389	-8.20897
2.95754	-5.96976
3.86574	-5.03967
7.54117	-6.70869
6.09801	-8.38359
0.220919	-12.3972
-5.00081	-12.22
-10.9201	-9.21684
-11.3776	-9.29276
-11.2478	-9.8533
-11.571	-11.3014
-13.6954	-11.72
-12.45	-11.9933
-12.7672	-13.3751
-11.9434	-14.9395
-8.56082	-17.7101
-11.9425	-15.2177
-13.1107	-17.8569
-13.2335	-18.1428
-13.3389	-16.0673
-8.05313	-16.3473
-0.785603	-11.5878
-2.74566	3.95286
0.461116	-1.68504
-1.1217	3.69659
2.72029	-8.49734
-3.3961	-10.5646
-6.28024	-14.5368
-9.95574	-12.4025
-11.8751	-11.8742
-15.1431	-10.7894
-16.3471	-13.5567
-12.0725	-19.2574
-10.7203	-17.7074
-0.995071	-10.3633
5.13131	-5.8051
3.34532	-5.33621
5.98596	-7.47669
-0.06211	-9.61158
-2.36218	-15.1958
-5.5363	-12.5526
-4.94128	-11.1919
-2.09524	-6.94994
1.42418	-5.51332
1.89917	-6.27633
2.33346	-0.00948846
-2.09529	-5.07433
2.27924	-2.52876
-0.364993	0.350161
3.62843	-0.358959
-1.22686	-6.8292
-1.14944	-3.05732
-0.473743	1.463
5.55581	-4.85981
2.99876	-3.00635
1.93428	-2.05319
8.56952	4.23769
4.8505	-6.57004
5.27887	-7.8684
3.21487	-7.63047
-1.1691	-5.63652
0.0324648	-14.0434
-0.672938	-8.33349
-0.198853	-15.7217
-1.01887	-13.013
2.14375	-20.1716
0.942825	-20.3147
-0.534305	-19.8443
-1.18995	-19.5746
-4.53852	-16.9578
-6.74216	-14.4221
-6.93269	-13.485
-7.33894	-12.9301
-3.96244	-11.8541
-3.69748	-9.63831
-7.63504	-14.1882
-11.5042	-18.4698
-9.52346	-18.3064
-6.12008	-9.97882
-5.50677	-20.762
-1.73241	-12.4625
-3.93016	-12.0273
-8.37959	-7.80802
-7.62416	-9.00479
-9.94339	-7.08017
-11.5406	-5.82731
-12.7003	-3.45838
-13.4074	-1.87826
-7.68348	-4.38065
2.47709	-3.15655
3.49781	-3.32991
2.63429	-4.7377
2.81404	-5.13727
3.12062	-5.16008
2.35416	-3.00297
2.16653	-5.29452
2.36695	-8.19488
-8.64561	-15.1267
-13.5452	-14.2518
-15.4356	-11.8974
-16.7668	-11.0128
-17.99	-8.47811
-17.1404	-9.17658
-16.4373	-9.41348
-14.3232	-12.4701
-10.836	-16.2107
-8.35211	-19.4754
-6.37941	-19.5635
-3.75836	-21.4768
-2.07901	-20.3613
-0.460808	-19.7727
0.386797	-18.7593
4.14619	-17.7826
10.4445	-18.2626
12.6254	-16.2887
8.5549	-10.4333
3.37073	-8.32556
4.52109	-5.48871
2.34841	4.20942
-1.40921	0.671369
-1.83907	-1.76089
3.64401	-2.6303
2.7999	-4.18109
4.19696	-10.123
4.39612	-17.4672
3.05512	-21.9142
2.01977	-17.8401
0.0186918	-8.60176
9.29987	-15.1196
9.29228	-14.9439
8.99054	-15.8555
9.97258	-15.6948
9.81292	-17.6835
8.92406	-13.9022
7.40405	-13.0305
-4.5747	-16.5274
-8.99234	-11.1256
-9.8971	-10.8834
-9.37144	-10.3738
-7.21983	-13.2446
-6.40523	-14.9372
-2.81233	-16.8691
-1.10064	-17.6337
3.10669	-17.7582
3.31342	-15.7447
2.39745	-12.4374
1.45854	-11.468
2.12412	-10.7768
5.39602	-10.3442
10.1669	-13.245
-3.54808	-4.78279
-3.51549	-5.43958
3.57771	-2.4564
-2.13221	1.75426
0.244378	2.09466
-4.81613	1.93757
-4.16204	-3.46076
-6.25025	-5.76829
-5.33716	-0.916183
-9.34446	1.50749
-5.29222	-2.23549
-5.02292	-2.46356
-3.68057	-4.34413
-2.90231	-7.42567
-1.17052	-11.8569
-0.445167	-14.6097
-0.114824	-17.5043
-1.29761	-18.2868
-2.4865	-16.6479
-0.210468	-12.9496
2.51951	-13.0891
7.87363	-12.0761
7.60993	-18.2445
8.66678	-13.9503
7.57345	-14.5146
5.83768	-14.0561
6.34559	-8.64455
3.40178	-9.60985
3.97068	-10.1383
10.1532	-13.9072
4.92927	-13.611
4.80077	-11.6243
6.2181	-6.87525
8.63114	-11.0682
10.7019	-6.66973
13.224	0.0473462
6.42633	3.17206
-5.77671	-6.18301
-12.5977	-6.32091
-11.9674	-0.984483
-5.43961	-0.364043
-5.50985	-2.75523
-5.49981	-7.84737
-13.3616	-5.60486
-15.0212	-5.27383
-13.6749	-13.7942
-9.27134	-6.4254
-6.5402	-7.28984
-10.8135	-8.98041
-10.7948	-11.2814
-10.2226	-10.7369
-11.0603	-12.6463
-6.30803	-8.97258
-7.42366	-13.2816
-10.1953	-9.88875
-6.9503	-10.968
-9.34655	-10.9446
-5.32659	-13.3816
-2.63758	-16.6603
4.72412	-6.81079
-1.19612	-5.38784
-4.77097	-8.61613
-1.95962	-4.96058
-3.58071	-8.17362
-1.98104	-6.68672
-3.68475	-6.52438
-1.30117	-4.71711
1.67835	-4.97953
2.70551	-8.73162
-0.143118	-4.80751
-2.56105	-8.76751
1.9346	-6.49683
4.27825	-6.80337
1.74444	-7.84877
4.21875	-18.5061
-1.509	-22.9784
4.86683	-19.2996
3.17813	-22.3826
-0.234891	-20.5529
-4.42593	-17.0454
-6.40785	-14.8938
-9.02708	-12.9404
-9.80183	-12.1827
-9.48595	-12.3747
-9.82289	-12.9009
-9.85824	-12.1125
-9.27915	-11.3804
-8.4318	-11.3041
-8.65829	-11.2919
-7.9282	-10.7239
-7.24271	-10.3293
-6.28133	-9.9279
-5.70785	-9.36198
-2.05092	-8.02207
7.71982	-11.739
9.85104	-15.3071
7.0187	-14.3656
7.65753	-11.379
5.57571	-6.97288
2.27116	-11.5456
1.98751	-17.7001
-0.653884	-21.455
-2.61632	-21.5592
-2.96121	-21.3739
-4.49757	-21.2067
-4.45943	-20.7751
-4.30435	-19.5961
-2.532	-16.7382
-2.13303	-16.7708
-1.84168	-14.2909
-1.93113	-9.80148
-5.09025	-9.91555
-1.072	-10.5848
-6.59863	-11.983
-6.11211	-13.0281
-4.68712	-16.6824
-8.23304	-17.5654
-8.52885	-17.3329
-8.59619	-16.6131
-7.43667	-17.0307
-4.15286	-13.8048
-0.652016	-6.19468
3.45554	-11.8281
4.28598	-8.61018
0.350014	-12.752
-5.96975	-16.8823
-0.695935	-17.5948
-3.03338	-4.97509
-3.03788	-13.1668
2.63872	-8.48134
-2.52033	-14.2006
-0.447548	-12.195
-3.90752	-12.5244
-5.16565	-8.45536
-4.51519	-12.1478
-8.4406	-10.0309
-10.1739	-10.0438
-9.55237	-8.69659
-7.82028	-8.0212
-7.53699	-8.68518
-5.10981	-10.159
-6.27057	-9.74184
-5.24165	-9.5411
-5.21162	-8.52753
-6.67873	-8.60329
-7.97077	-7.69929
-11.4224	-7.95802
-13.2882	-10.2924
-13.772	-19.2859
-14.5303	-18.3908
-15.149	-20.8191
-14.8616	-21.0623
-13.6651	-20.199
-9.66023	-19.2648
-5.57024	-16.0438
-0.844628	-10.6566
2.75798	-8.53597
7.41361	-11.4067
8.00581	-20.022
10.0187	-21.0923
12.6609	-22.5568
12.0265	-21.9499
13.4339	-25.1315
11.0067	-25.0291
13.4131	-23.611
15.77	-24.4959
18.7903	-23.7904
10.7866	-20.2229
7.36259	-16.4779
4.43151	-12.4717
-0.0726631	-9.87122
-3.79861	-9.35778
-7.16988	-9.07086
-9.97416	-8.47928
-11.4753	-5.25615
-9.73163	-5.06915
-7.91686	-2.93754
-5.97708	-3.15776
-1.33674	-8.45623
-0.00410926	-14.951
0.660991	-21.0374
-0.671554	-23.8901
-4.05432	-25.1058
-5.26969	-25.7768
-6.05684	-23.8051
-6.58079	-21.2409
-4.97567	-22.0006
-2.58693	-23.7589
-2.49459	-22.4882
0.552086	-21.5024
-2.16709	-19.3231
-0.753321	-13.2321
2.95531	-10.9976
7.06913	-8.05362
10.5737	0.0604061
4.56031	-1.94583
6.26925	-0.68072
-6.43405	-10.3746
-3.14249	-7.48699
-3.28338	-11.6271
0.987092	-9.89402
-4.37464	-8.2407
3.00208	-10.4644
-3.30656	-11.7977
-3.2915	-3.87249
3.13715	-7.39349
-0.568115	-8.12646
-3.25898	-13.014
3.15398	-3.71213
-0.407358	-2.05971
-0.379837	-3.67982
-1.54013	-3.12401
0.548574	-4.45232
2.65337	-3.78057
6.50113	-3.50689
10.2979	-3.51489
5.8576	-6.8601
9.12591	-8.26453
7.94087	-7.953
2.70489	-6.22293
-7.61412	-13.1358
-12.2564	-16.8561
-14.9045	-18.4441
-15.4	-13.5225
-15.0272	-13.8055
-15.5355	-13.7468
-12.1818	-14.5249
-8.60552	-15.5227
3.32678	-18.1911
10.8383	-13.1638
9.26385	-14.5506
10.1866	-15.5372
7.58337	-14.9782
8.05086	-16.8264
9.77938	-19.9478
